department,create_time,interface_name,interface_file_name,storage_interface_id,type,level,protocol_upload_time,biz_name,pt,cleaning_failure_rate,conversion_failure_rate,distribute_failure_rate,inspection_failure_rate,scan_failure_rate,sorting_failure_rate,warehousing_failure_rate,cleaning_timeliness_rate,conversion_timeliness_rate,distribute_timeliness_rate,inspection_timeliness_rate,scan_timeliness_rate,sorting_timeliness_rate,warehousing_timeliness_rate,interface_detail_id,data_date,interface_id,interface_id_op,storage_system,protocol_field_count,file_field_count,file_field_completeness_rate,sampling_field_accuracy,primary_key_uniqueness_rate,file_record_count,warehousing_record_count,record_count_consistency_rate,inspected_fields,field_format_normativity_rate,operation_stability,scan_arrival_time,cleaning_avg_time,cleaning_arrival_time,conversion_avg_time,conversion_arrival_time,sorting_avg_time,sorting_arrival_time,distribute_avg_time,distribute_arrival_time,warehousing_avg_time,warehousing_arrival_time,inspection_avg_time,inspection_arrival_time
-,20250725.0,智能网ucc充值话单,uccYYYYMMDD,0626,接入,P0,YYYY:MM:DD+1 00:00:00,一经,省经,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,1753782895913,2025-07-24,101189,0626,MPP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,客户资料日增量,HWCRM_A01001AAYYYYMMDDSSSSSS.AVL.Z,1001,接入,P0,YYYY:MM:DD+1 00:05:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895924,2025-07-24,100005,1001,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,客户资料日增量(ESOP),HWSJDCRM_A01001AAYYYYMMDDSSSSSS.AVL.Z,1002,接入,P0,YYYY:MM:DD+1 00:05:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895925,2025-07-24,100006,1002,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_用户资料日增量,HWCRM_A01007AAYYYYMMDDSSSSSS.AVL.Z,1003,接入,P0,YYYY:MM:DD+1 00:10:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,1753782895926,2025-07-24,100007,1003,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
集团客户部,20250725.0,用户资料日增量,HWSJDCRM_A01007AAYYYYMMDDSSSSSS.AVL.Z,1004,接入,P0,YYYY:MM:DD+1 00:05:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,1753782895927,2025-07-24,100008,1004,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,个人用户归属集团产品用户日全量,HWSJDCRM_I01033AAYYYYMMDDSSSSSS.AVL.Z,1005,接入,P0,YYYY:MM:DD+1 00:05:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895928,2025-07-24,100009,1005,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_个人用户归属集团产品用户日全量,HWCRM_I01033AAYYYYMMDDSSSSSS.AVL.Z,1006,接入,P0,YYYY:MM:DD+1 00:10:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895930,2025-07-24,100010,1006,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,携号转品牌号码全量文件,BRAND_BI.YYYYMMDD.SSSSS,1006,接入,P0,YYYY:MM:DD+1 02:00:00,一经,省经,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895931,2025-07-24,101179,1006,MPP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_集团客户成员日全量,HWCRM_I01028AAYYYYMMDDSSSSSS.AVL.Z,1007,接入,P0,YYYY:MM:DD+1 00:10:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895932,2025-07-24,100011,1007,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
集团客户部,20250725.0,集团客户成员日全量,HWSJDCRM_I01028AAYYYYMMDDSSSSSS.AVL.Z,1008,接入,P0,YYYY:MM:DD+1 00:05:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895933,2025-07-24,100012,1008,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_帐户日增量,HWCRM_A01008AAYYYYMMDDSSSSSS.AVL.Z,1009,接入,P0,YYYY:MM:DD+1 00:10:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895934,2025-07-24,100013,1009,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,帐户日增量,HWSJDCRM_A01008AAYYYYMMDDSSSSSS.AVL.Z,1010,接入,P0,YYYY:MM:DD+1 00:05:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895935,2025-07-24,100014,1010,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_集团客户帐号信息日全量,HWCRM_I01904AAYYYYMMDDSSSSSS.AVL.Z,1011,接入,P0,YYYY:MM:DD+1 02:30:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895936,2025-07-24,100015,1011,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,集团客户帐号信息日全量,HWSJDCRM_I01904AAYYYYMMDDSSSSSS.AVL.Z,1012,接入,P0,YYYY:MM:DD+1 02:30:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895937,2025-07-24,100016,1012,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_用户付费计划日增量,HWCRM_A01010AAYYYYMMDDSSSSSS.AVL.Z,1013,接入,P0,YYYY:MM:DD+1 00:30:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895938,2025-07-24,100017,1013,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,短号码资料表,HSC_BI_INF_SOS.YYYYMMDD,1014,接入,P0,YYYY:MM:DD+1 04:00:00,一经,一经,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,1753782895939,2025-07-24,101178,1014,ORACLE,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,用户付费计划日增量,HWSJDCRM_A01010AAYYYYMMDDSSSSSS.AVL.Z,1014,接入,P0,YYYY:MM:DD+1 00:30:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895940,2025-07-24,100018,1014,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,短号码资料表,HSC_BI_INF_SOS.YYYYMMDD,1014,接入,P0,YYYY:MM:DD+1 04:00:00,一经,省经,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,100%,100%,100%,100%,1753782895941,2025-07-24,101178,1014,MPP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_用户服务功能日增量,HWCRM_A01019AAYYYYMMDDSSSSSS.AVL.Z,1016,接入,P0,YYYY:MM:DD+1 00:05:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895942,2025-07-24,100020,1016,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
市场部,20250725.0,计费充值数据日增量接口,kcjf_chrg_accum_SS.YYYYMMDD.gz,1016,接入,P0,YYYY:MM:DD+1 17:00:00,一经,省经,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,1753782895943,2025-07-24,101148,1016,MPP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,用户服务功能日增量,HWSJDCRM_A01019AAYYYYMMDDSSSSSS.AVL.Z,1017,接入,P0,YYYY:MM:DD+1 00:05:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895944,2025-07-24,100021,1017,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_受理资源日志,HWCRM_A02903AAYYYYMMDDSSSSSS.AVL.Z,1018,接入,P0,YYYY:MM:DD+1 00:05:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,0%,0%,100%,1753782895945,2025-07-24,100022,1018,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,受理资源日志,HWSJDCRM_A02903AAYYYYMMDDSSSSSS.AVL.Z,1019,接入,P0,YYYY:MM:DD+1 00:05:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,0%,0%,100%,1753782895946,2025-07-24,100023,1019,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,计费MSISDN号码段资料表,HSC_BI_INF_MSI.YYYYMMDD,1019,接入,P0,YYYY:MM:DD+1 04:00:00,一经,省经,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,100%,100%,100%,1753782895947,2025-07-24,101129,1019,MPP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,IMSI号码段资料表,HSC_BI_INF_IMS.YYYYMMDD,1020,接入,P0,YYYY:MM:DD+1 04:00:00,一经,一经,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,1753782895948,2025-07-24,101146,1020,ORACLE,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_操作员资料日全量,HWCRM_I03001AAYYYYMMDDSSSSSS.AVL.Z,1020,接入,P0,YYYY:MM:DD+1 01:00:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,0%,100%,100%,1753782895949,2025-07-24,100024,1020,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,IMSI号码段资料表,HSC_BI_INF_IMS.YYYYMMDD,1020,接入,P0,YYYY:MM:DD+1 04:00:00,一经,省经,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,100%,100%,100%,100%,1753782895950,2025-07-24,101146,1020,MPP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,交换局资料表,HSC_BI_INF_SWITCH.YYYYMMDD,1021,接入,P0,YYYY:MM:DD+1 04:00:00,一经,一经,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,1753782895951,2025-07-24,101145,1021,ORACLE,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,操作员资料日全量_分地市,HWSJDCRM_I03001AAYYYYMMDDSSSSSS.AVL.Z,1021,接入,P5,YYYY:MM:DD+1 00:05:00,其他,云平台,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,0%,0%,100%,1753782895952,2025-07-24,100025,1021,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,交换局资料表,HSC_BI_INF_SWITCH.YYYYMMDD,1021,接入,P0,YYYY:MM:DD+1 04:00:00,一经,省经,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,100%,100%,100%,100%,1753782895953,2025-07-24,101145,1021,MPP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_主体产品日全量,HWCRM_I08901AAYYYYMMDDSSSSSS.AVL.Z,1022,接入,P0,YYYY:MM:DD 20:30:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,1753782895954,2025-07-24,100026,1022,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,国际长途区号表,HSC_BI_INF_INT.YYYYMMDD,1023,接入,P0,YYYY:MM:DD+1 04:00:00,一经,一经,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,1753782895955,2025-07-24,101143,1023,ORACLE,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,主体产品表日全量_分地市,HWSJDCRM_I08901AAYYYYMMDDSSSSSS.AVL.Z,1023,接入,P5,YYYY:MM:DD 20:30:00,其他,云平台,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,0%,100%,100%,1753782895956,2025-07-24,100027,1023,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,国际长途区号表,HSC_BI_INF_INT.YYYYMMDD,1023,接入,P0,YYYY:MM:DD+1 04:00:00,一经,省经,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,100%,100%,100%,100%,1753782895957,2025-07-24,101143,1023,MPP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_代码字典,HWCRM_I08924AAYYYYMMDDSSSSSS.AVL.Z,1024,接入,P0,YYYY:MM:DD 20:30:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,1753782895959,2025-07-24,100028,1024,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,代码字典_分地市,HWSJDCRM_I08924AAYYYYMMDDSSSSSS.AVL.Z,1025,接入,P5,YYYY:MM:DD 20:40:00,其他,云平台,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,0%,100%,0%,1753782895960,2025-07-24,100029,1025,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,NG_产品,HWCRM_I08059AAYYYYMMDDSSSSSS.AVL.Z,1026,接入,P0,YYYY:MM:DD 20:30:00,一经,云平台,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1753782895961,2025-07-24,100030,1026,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
-,20250725.0,产品_分地市,HWSJDCRM_I08059AAYYYYMMDDSSSSSS.AVL.Z,1027,接入,P5,YYYY:MM:DD 20:30:00,其他,云平台,0%,0%,0%,0%,0%,0%,0%,100%,100%,100%,100%,0%,100%,100%,1753782895962,2025-07-24,100031,1027,HADOOP,0,0,100%,100%,100%,0,0,100%,NULL,100%,100%,-,-,-,-,-,-,-,-,-,-,-,-,-
